HouseholdID	CountryID	MPAID	SettlementID	InterviewYear	YearsResident	TimeMarket	PaternalEthnicity	Religion	PrimaryLivelihood	SecondaryLivelihood	TertiaryLivelihood	FreqFish	FreqSaleFish	PercentIncomeFish	FreqEatFish	PercentProteinFish	MajorFishTechnique	EconomicStatusTrend	EconomicStatusReason	EconomicStatusReasonEnglish	AssetCar	AssetTruck	AssetCarTruck	AssetBicycle	AssetMotorcycle	AssetBoatNoMotor	AssetBoatOutboard	AssetBoatInboard	AssetLandlinePhone	AssetCellPhone	AssetPhoneCombined	AssetTV	AssetRadio	AssetStereo	AssetCD	AssetDVD	AssetEntertain	AssetSatellite	AssetGenerator	CookingFuel	HouseholdDeath	HouseholdBirth	FSNotEnough	FSDidNotLast	FSBalancedDiet	FSAdultSkip	FSFreqAdultSkip	FSEatLess	FSHungry	FSChildPortion	FSLowCostFood	FSChildSkip	FSFreqChildSkip	FSNoMealChild	RightsAccess	RightsHarvest	RightsManage	RightsExclude	RightsTransfer	SocialConflict	MarineGroup	NumberMarineGroup	OtherGroup	NumberOtherGroup	VoteDistrict	VoteNational	NumLocalThreat	NumGlobalThreat	NumLocalAction	NumGlobalAction	PlaceHappy	PlaceFavourite	PlaceMiss	PlaceBest	PlaceFishHere	PlaceBeMyself
1839	360	5	75	2012	12	3	BATANTA	1	1	3	998	3	3	2	4	2	1	3	TIDAK ADA PENGARUH APA-APA DARI DULU SAMPAI DENGAN SEKARANG PENDAPATAN HANYA DARI HASIL KEBUN SAJA		0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	4	1	1	3	1	0	2	3	2	0	994	0	0	0	2	1	3	3	1	1	1	1	0	3	0		1		1	1	2	0		0	4	4	3	3	3	3
1840	360	5	75	2012	11	4	batanta	1	1	3	998	4	1	1	4	4	1	3	dari hasil kebu yang selalu sama dan tidak ada peningkatan		0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	1	1	2	0	994	1	1	998	998	998	998	998	1	0	0	0	0	3	0		1		1	1	2	2	1	1	4	4	4	4	4	4
1841	360	5	66	2012	7	5	BIAK	1	1	7	998	4	1	1	4	4	1	3	PENDAPATAN ITU CUMA KOPRA SAJA HARGANYA SAMA SAJA JADI TERGANTUNG DENGAN KELAPA YANG DI OLAH		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	3	2	1	2	1	1	1	1	0	994	3	1	1	0	0	0	3	0		1		1	1	2	0	0	0	4	4	4	4	4	4
1842	360	5	66	2012	35	5	BIAK	1	1	996	3	4	1	1	4	4	1	3	TIDAK BERUBAH KARENA PENGHASILAN DARI BANYAJ USAHA BAIK TUKANG BANGUNAN DAN JUGA BERTANI		0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	2	1	0	3	0	0	2	1	2	0	994	1	1	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	2	1	1	0	4	4	4	4	2	2
1843	360	5	66	2012	32	5	BIAK	1	1	2	3	3	1	1	4	4	1	4	HASIL PENDAPATAN TAHUN INI LEBIH BAIK DARI KEMARIN KARENA HASIL KEBUN DAN OPERATOR		0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	2	0	1	3	0	0	2	3	2	0	994	0	0	0	2	0	994	3	1	1	0	0	0	3	0		1		1	1	4	3	3	2	5	4	4	4	4	4
1844	360	5	66	2012	12	2	BIAK	1	1	3	998	1	1	1	4	4	1	3	PENDAPATAN TAHUN INI MASIH SAMA DENGAN TAHUN KEMARIN		0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	2	0	0	3	0	0	3	2	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0		1		1	1	3	2	3	2	4	4	4	4	4	4
1845	360	5	76	2012	30	6	BIAK SAMBER	1	1	998	998	994	994	994	994	994	994	3	KARENA BAPAK SUDAH TIDAK BISA MELIHAT JADI SUDAH TIDAK BISA KERJA HANYA BISA MENGHARAPKAN ANAK-ANAK DAN JUGA DARI TETANGGA SAJA		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	1	2	1	1	2	1	0	1	2	0	994	3	0	0	1	1	0	3	0		1		1	1	2	0	1	0	4	4	3	3	2	3
1846	360	5	76	2012	26	3	BIAK KAFDARAN	1	3	1	1	5	2	4	5	4	1	4	karena ada penghasilan tambahan dengan dari buka kios di rumah		0	0	0	0	0	1	2	0	3	0	3	1	0	1	1	1	3	1	1	3	0	0	3	3	2	0	994	1	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	4	4	1	1	5	4	5	4	2	4
1847	360	5	76	2012	47	2	BIAK	1	3	996	1	5	4	4	5	4	1	3	HASIL NELAYAN DAN JUAL KUE UNTUK MAKAN SEHARI-HARI MASIH SAMA SAJA		0	0	0	0	0	1	2	0	1	0	1	1	1	0	1	1	3	0	1	3	0	0	2	3	2	0	994	0	0	998	998	998	998	998	1	1	1	1	0	3	0		1		1	1	2	2	1	1	4	4	5	4	2	4
1848	360	5	76	2012	67	4	BIAK KAFDARAN	1	1	3	998	4	2	2	4	4	1	2	KARENA HASIL KEBUN DAN LAUT TIDAK BISA DIJUAL KE KOTA KARENA TRANSPORTASI		0	0	0	0	0	2	1	0	2	0	2	1	0	0	0	1	1	1	0	3	0	0	2	3	2	1	3	1	0	998	998	998	998	998	1	1	1	1	1	3	0		1		1	1	3	3	1	1	5	5	5	4	3	4
1849	360	5	76	2012	3	4	BIAK	1	7	998	998	994	994	994	994	994	994	4	KARENA PADA TAHUN INI JAMINAN HIDUP NAIK 20%		0	0	0	0	0	1	0	0	3	0	3	1	1	0	0	0	1	1	0	2	0	0	3	3	3	0	994	0	0	998	998	998	998	998	1	0	1	1	0	3	0		1		1	1	4	4	3	4	5	5	5	5	2	5
1850	360	3	96	2012	8	2	MALUKU	1	7	998	998	994	994	994	994	994	994	5	Kenaikan gaji dan kenaikan pangkat		0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	2	1	0	2	0	0	2	2	3	0	994	0	0	998	998	998	998	988	1	0	0	0	0	3	0		1		1	1	3	1	2	2	4	4	4	4	998	4
1851	360	3	96	2012	17	2	BUTON	1	1	3	996	3	3	2	4	4	1	3	Karena tidak terlalu memikirkan makan dan minum di rumah		0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	1	0	1	2	0	0	3	3	1	0	994	0	0	998	998	998	994	998	1	1	0	0	0	998	0		0		1	1	1	1	1	1	3	3	3	3	2	3
1852	360	3	96	2012	11	3	BUTON	1	7	1	3	2	1	1	4	4	1	2	Gaji suami sering terlambat dibayar		0	0	0	0	1	0	1	0	2	0	2	1	0	5	1	0	6	1	2	2	0	0	1	1	1	1	2	0	0	0	2	0	994	3	1	1	0	0	0	5	0		1		1	0	3	2	2	1	3	3	3	4	2	3
1853	360	3	99	2012	31	4	KARAS	2	1	3	998	4	1	1	5	4	1	4	"BISA MENGHASILKAN KEBUN, HASIL PALA JUGA MENINGKAT"		0	0	0	0	0	0	0	0	1	0	1	2	1	2	1	1	5	1	1	3	0	0	2	2	3	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0		1		1	1	1	1	1	1	4	3	4	4	4	4
1854	360	3	96	2012	1	2	IHA	2	7	1	3	1	1	1	3	4	1	3	Belum ada kenaikan gaji		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	1	1	3	1	0	0	998	998	994	998	1	0	0	0	0	3	0		1		1	1	1	3	2	1	4	4	3	4	998	4
1855	360	3	96	2012	28	3	BAHAM	1	1	998	998	994	994	994	994	994	994	3	Harga pasar naik turun		0	0	0	0	0	0	2	0	4	0	4	1	1	2	0	1	4	1	1	3	0	0	3	3	2	0	994	0	0	0	3	0	994	3	1	0	0	0	0	4	0		1		1	1	0	0	1	1	4	4	3	4	998	4
1856	360	3	96	2012	13	3	SANGAR	1	1	996	3	2	1	1	4	4	1	3	Lebih bergantung pada hasil hutan		0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	2	3	1	0	3	0	1	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	998	0		0		1	1	2	2	1	1	3	3	3	3	3	3
1857	360	3	96	2012	6	1	TEUR (GOROM)	1	2	1	3	3	2	2	5	4	1	2	Jarang Kerja		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	3	3	2	0	994	0	0	998	998	998	994	998	1	1	0	0	0	998	0		0		1	1	1	0	0	0	3	4	3	4	4	3
1858	360	3	96	2012	51	2	ELAT (MALUKU TENGGARA)	1	1	2	998	994	994	994	994	994	994	4	Sudah punya alat sensor kayu		0	0	0	0	0	0	1	0	2	0	2	1	0	3	1	0	4	1	1		0	1	3	3	2	0	994	0	0	0	3	0	994	3	0	0	0	0	0	998	0		1		1	1	0	0	0	0	998	998	998	998	998	998
1859	360	3	96	2012	4	2	TEUR	1	1	3	7	1	1	1	2	2	998	3	Pendapatan bergantung pada hasil kebun dan bahan makanan biasa-biasa saja		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	3	0	0	3	3	2	0	994	1	1	998	998	998	994	998	1	0	0	0	0	3	1		0		0	0	1	0	0	0	2	3	4	4	4	4
1865	360	5	66	2012	38	3	BIAK	1	998	3	998	4	1	1	4	5	1	3	HASIL PENDAPATAN DARI TAHUN KE TAHUNYANG TIDAK PERNAH BERUBAH		0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	2	1	1	2	0	0	2	2	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	1	1	1	1	4	4	4	4	4	4
1866	360	5	75	2012	10	3	BATANTA	1	1	998	998	994	994	994	994	994	994	4	"DARI HASIL TANI (CACAO, RICA, SIRI) YANG ADA PENINGKATAN"		0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	3	0	0	2	2	2	0	994	0	0	0	3	0	994	3	1	0	0	0	0	3	0		1		1	1	2	1	2	1	4	4	4	4	4	4
1867	360	5	75	2012	12	3	TEPIN (SALAWATI)	1	1	996	998	994	994	994	994	994	994	4	DARI HASIL KAKAU YANG MENINGKAT		0	0	0	0	0	0	1	0	3	0	3	1	1	1	2	1	5	0	1	3	0	0	2	2	2	0	994	0	0	998	998	998		998	1	0	0	0	0	3	0		1		1	1	4	0	2	0	4	4	4	4	4	4
1868	360	5	75	2012	10	4	BIAK TIMUR	1	2	3	998	2	1	1	4	4	1	3	PENDAPAT DARI HASIL SENSOR KAYU DAN MELAUT SAMA SAJA		0	0	0	0	0	1	0	0	1	0	1	1	0	4	1	0	5	0	0	3	0	0	2	2	2	1	2	1	1	1	2	1	2	2	1	1	1	1	0	3	0		1		1	1	2	2	2	1	4	4	4	4	4	3
1869	360	5	75	2012	44	3	BIAK	1	996	1	3	1	1	1	4	5	1	2	KARENA PENDAPATAN DAN JUGA KARENA ANAK-ANAK BANYAK YANG SEKOLAH JADI TIDAK ADA KENAIKAN YANG TERJADI DIDALAM KELUARGA		0	0	0	0	0	1	0	0	3	0	3	0	1	0	0	0	1	0	0	3	0	0	2	3	2	1	2	0	0	1	2	0	994	3	1	1	0	0	0	3	0		1		1	1	2	2	1	1	4	4	3	4	4	4
1870	360	5	75	2012	27	2	BATANTA	1	2	3	1	2	2	2	4	3	1	3	TAHUN INI DENGAN TAHUN KEMARIN SAMA SAJA		0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	3	0	1	3	3	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	1	2	4	4	4	4	4	4
1871	360	5	75	2012	12	3	NAPAN WENAMI (NABIRE)	1	7	998	998	994	994	994	994	994	994	3	GAJI YANG SELALU SAMA DAN TIDAK ADA PERUBAHAN		0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	2	2	2	0	994	0	0	998	998	998	998	998	1	0	0	0	0	3	0		1		1	1	2	3	1	2	4	4	4	4	4	4
1872	360	5	75	2012	12	3	BIAK BATANTA	1	1	3	998	1	1	1	4	4	1	3	DARI PENGHASILAN SAJA TIDAK BERUBAH		0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	1	0	2	3	2	1	3	0	0	1	2	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	1	1	5	4	4	4	3	4
1873	360	5	75	2012	59	5	MEYAH	1	1	998	998	994	994	994	994	994	994	3	KARNA PENDAPATAN HASIL KEBUN JUGA TIDAK MENENTU KALAU PANEN BARU ADA HASIL		0	0	0	0	0	1	0	0	3	0	3	1	1	1	1	1	4	0	1	3	0	0	2	3	2	1	3	0	0	1	2	0	994	3	1	0	1	1	0	3	0		1		1	1	2	2	1	2	5	4	4	4	3	4
1874	360	5	75	2012	14	3	MOY	1	1	3	998	4	1	1	4	4	1	3	KARENA PENGHASILAN KEBUN JUGA TIDAK MENENTU JUGA		0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	3	0	0	2	3	2	1	3	0	0	1	2	0	994	3	1	1	1	1	0	1	0		1		1	1	3	1	3	1	4	4	4	3	4	4
1875	360	3	99	2012	47	4	BAHAM	2	1	3	998	4	1	1	4	4	1	3	"1. Hanya bergantung pada hasil kebun (pala)
2. Sulit mendistribusikan hasil kebun dan laut karena tidak memiliki kendaraan"		0	0	0	0	0	1	0	0	2	0	2	1	1	0	1	0	2	0	0	3	0	0	1	2	2	1	2	0	1	1	2	0	994	3	1	1	1	1	0	998	0		0		1	1	3	3	1	1	4	3	3	3	4	3
1876	360	3	99	2012	42	2	KARAS	2	996	1	3	1	1	1	5	5	1	3	Karena keluarga tidak ada ditempat sehingga pengeluaran berkurang		0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	0	3	3	3	0	994	0	0	998	998	998	994	998	1	0	1	1	1	998	1		1		1	1	3	3	1	1	4	5	4	5	5	4
1877	360	5	75	2012	58	4	BIAK BATANTA	1	1	3	998	5	4	3	4	4	1	3	KARENA PENDAPATAN JUGA TIDAK MENENTU DARI HASIL KEBUN KALAU PANEN HASIL KEBUN BARU ADA PENDAPATAN		0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	2	2	2	1	2	0	0	1	2	0	994	3	1	1	1	1	0	3	0		1		1	1	2	1	1	1	4	4	4	4	5	4
1878	360	5	75	2012	11	5	SANGER TALAUT	1	1	998	998	994	994	994	994	994	994	3	KARENA HASIL BERTANI SAMA SAJA		0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	3	0	0	2	3	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0		1		1	1	1	1	1		3	4	3	3	2	3
1879	360	5	75	2012	6	4	SANGER TALAUT	1	1	996	998	994	994	994	994	994	994	3	KARENA MAKAN DAN MINUM MASIH PAS-PASAN SAMA DENGAN TAHUN LALU		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	3	0	0	3	3	2	0	994	1	0	0	2	0	994	3	1	0	0	0	0	3	0		1		1	1	1	1	1	1	4	3	4	4	2	4
1880	360	5	75	2012	6	4	BIAK	1	3	1	2	4	2	4	5	4	1	2	SEDIKIT PENURUNAN KARENA HASIL KURANG BAIK		0	0	0	0	0	0	0	0	3	0	3	1	0	0	0	1	1	2	0	3	0	0	2	3	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	2	2	1	4	4	5		4	3	4
1881	360	5	75	2012	13	4	BATAK	1	1	998	998	994	994	994	994	994	994	4	"KARENA SEKARANG MUSIM PANEN HASIL COKLAT, PINANG, SIRI, PISANG, BAGUS DAN BISA DIJUAL"		0	0	0	2	0	1	0	0	0	0	0	1	1	0	1	0	2	1	1	3	0	0	3	3	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	1		1		1	1	1	1	1	1	3	4	3	3	2	3
1882	360	5	75	2012	16	4	TOBELO	1	1	998	998	994	994	994	994	994	994	3	HASIL PANEN KAKAO SAMA SAJA TIAP TAHUN JADI TIDAK ADA PERUBAHAN		0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	2	1	1	3	1	1	2	3	2	1	3	0	0	0	2	0	994	3	1	0	0	0	0	3	0		1		1	1	1	0	1	0	4	4	3	3	2	3
1883	360	5	75	2012	12	3	BIAK	1	1	3	998	4	3	2	4	2	1	2	"PENDAPATAN DARI HASIL KEBUN LEBIH BAIK TAHUN KEMARIN, DI TAHUN INI PENGHASILAN MENURUN SEKALI."		0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	4	1	1	3	0	0	2	2	2	0	994	0	0	0	2	0	994	2	1	1	1	0	0	3	0		1		1	1	3	2	1	1	4	5	4	4	3	3
1884	360	5	75	2012	37	5	BIAK KAFDARON	1	1	3	998	4	1	1	4	2	1	4	HASIL DARI KEBUN SEMAKIN BERTAMBAH 1 BULAN BISA 2 KALI PANEN		0	0	0	0	0	2	1	1	1	0	1	1	1	1	1	1	4	0	0	3	0	0	2	2	2	0	994	0	0	0	2	0	994	2	1	1	1	0	0	3	0		1		1	1	2	2	2	1	4	4	4	4	5	4
1885	360	5	75	2012	10	3	1		3	1	998	5	5	4	4	4	1	4	PENGHASILAN DARI HASIL TAHUN INI LEBIH BAIK ATAU MENINGKAT DI BANDING TAHUN KEMARIN		0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	2	1	1	3	1	0	3	3	2	0	994	0	0	0	2	0	994	3	1	1	1	1	1	3	0		1		1	1	3	0	2	0	4	4	4	4	2	4
1886	360	5	75	2012	12	4	BATANTA	1	1	998	998	994	994	994	994	994	994	2	PENDAPATAN MENURUN KARENA HASIL KEBUN (COKLAT) TERKENA HAMA JADI PENDAPATAN MENURUN		0	0	0	0	0	1	1	0	2	0	2	1	0	0	0	1	1	0	0	3	0	0	2	2	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0		1		1	1	1	0	1	0	4	4	4	4	4	4
1887	360	5	75	2012	10	3	KEY BESAR	1	1	2	3	4	2	2	4	4	1	3	KARENA PENDAPATAN MASIH SAMA SAJA		0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	4	1	1	3	0	0	2	3	3	1	3	1	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	1	0	1	0	4	4	3	3	3	4
1888	360	5	75	2012	12	3	BATANTA	1	7	1	3	3	1	1	4	4	1	4	"DARI HASIL TANI YANG MENINGKAT DAN GAJI, JADI EKONOMI SATU TAHUN ADA SEDIKIT PERUBAHAN"		0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	3	0	0	2	2	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	2	0		1		1	1	2	4	2	2	4	4	4	4	4	4
1889	360	5	75	2012	12	3	BIAK BATANTA	1	1	998	998	994	994	994	994	994	994	4	karna dari hasil kebun semakin meningkat jadi penghasilannya juga naik.		0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	3	1	1	3	0	1	2	3	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0		1		1	1	0	1	0	1	4	4	4	4	3	4
1890	360	5	77	2012	29	3	BIAK KAFDARUN	1	3	2	998	4	2	4	5	4	1	4	"TAHUN INI HASIL TANGKAPAN, SEDIKIT LEBIH BAIK DAN JUAL SUDAH 7 KALI UDANG LOBSTER"		0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	1		3	2	1	1	0	0	0	2	0	994	3	1	1	1	1	0	5	0		1		1	1	5	2	1	1	4	4	5	4	2	4
1891	360	5	77	2012	34	3	BIAK KAFDARUN	1	7	3	996	3	1	1	4	4	1	4	KARENA SUDAH HONOR DI KANTOR DISTRIK. DI TAHUN LALU BELUM		0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	3	0	0	2	2	2	1	2	0	0	1	2	0	994	3	1	1	1	0	0	5	0		1		1	1	4	1	2	1	3	3	5	3	3	3
1892	360	5	77	2012	15	3	BIAK	1	3	1	998	5	4	4	4	4	1	3	PENGHASILAN SAMA SAJA		0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	3	0	1	3	0	0	2	3	2	1	2	0	0	0	2	0	994	0	1	1	1	0	0	3	0		1		1	1	3	1	1	3	3	3		3	3	4
1893	360	5	77	2012	29	4	BIAK KAFDARON	1	3	1	7	3	2	4	5	4	1	4	KARENA PENGHASILAN TAHUN INI ADA SEDIKIT PENINGKATAN DI BANDINGKAN TAHUN KEMARIN SANGAT TIDAK BAIK.		0	0	0	0	0	1	1	0	3	0	3	1	1	0	1	0	2	0	1	3	0	0	2	3	2	1	3	0	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	3	2	1	1	4	4	5	4	4	4
1894	360	5	77	2012	40	4	BIAK NUMFOR	1	3	996	1	4	4	4	5	4	1	3	KARENA HASIL NELAYAN DAN MAKAN SAMA SAJA		0	0	0	0	0	1	2	0	2	0	2	1	0	0	1	0	1	1	0	3	0	0	1	3	2	1	1	1	0	0	2	0	994	3	1	1	1	1	0	5	0		1		1	1	3	0	1	0	4	4	5	4	2	4
1895	360	5	77	2012	57	3	BIAK KAFDARUN	1	996	3	996	5	3	4	5	4	1	3	"-  PENDAPATAN DARI TAHUN KEMAREN DENGAN TAHUN INI SAMA SAJA
-  BAPA PUNYA GAJI TAHUN INI DENGAN TAHUN KEMAREN SAMA SAJA
-  KIOS JUGA PENDAPATANNYA SAMA"		0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	4	1	0	3	0	0	2	2	2	1	2	1	0	0	2	0	994	2	1	1	0	0	0	3	0		1		1	1	3	1	1	1	4	3	4	4	3	3
1896	360	5	77	2012	32	3	MAKASAR	1	3	998	998	35	5		5	4	1	3	KARENA HASIL MELAUT MASIH SAMA SAJA		0	0	0	0	0	1	7	0	0	0	0	1	0	0	0	0	0	1	1	3	0	0	2	3	3	0	994	0	0	0	2	0	994	3	1	1	0	0	0	3	0		1		1	1	1	3	1	4	4	4	5	4	2	4
1897	360	5	77	2012	2	2	TORAJA	1	7	998	998	994	994	994	994	994	994	3	GAJI DAN MAKAN MASIH SAMA SAJA		0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	1	0	0	2	0	0	3	3	2	0	994	0	0	998	998	998	998	998	1	0	0	0	0	997	0		1		1	0	2	1	1	3	3	3		3	1	3
1898	360	5	77	2012	6	4	TIMOR	1	3	998	998	5	2	5	4	4	1	3	MATA PENCARIAN CUMA MELAUT SAJA JADI CUMA BEGITU-BEGITU SAJA		0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	1	3	0	1	2	3	2	0	994	0	0	0	2	0	994	3		0	1	0	0	3	0		1		1	1	3	3	1	1	4	3	3	2	2	4
1899	360	5	77	2012	39	4	BIAK	1	3	1	998	4	3	4	4	4	1	3	HASIL NELAYAN ATAU MENYELAM (MOLO) UDANG MASIH SAMA AJA		0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	3	0	0	2	3	2	1	3	1	0	0	2	0	994	3	1	1	1	1	0	5	0		1		1	1	2	1	1	1	4	3	5	4	3	4
1900	360	5	77	2012	41	2	BIAK	1	7	3	998	4	2	2	4	4	1	3	KARENA GAJI MASIH SAMA SAJA BEGITU JUGA DENGAN NELAYAN		0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	3	1	1	3	0	1	2	3	2	1	3	1	0	1	2	1	3	3	1	1	0	0	0	5	0		1		1	1	2	2	1	1	4	4	5	4	3	5
1901	360	5	77	2012	7	4	BIAK	1	7	1	3	4	1	1	4	4	1	4	TAHUN INI NAIK 5 % JADI SEDIKIT LEBIH BAIK DAN UPAH GURU DAN HASIL KEBUN DAN LAUT		0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	2	0	1	3	0	0	2	3	2	0	994	0	0	0	2	0	994	3	3	1	1	1	0	3	0		1		1	1	4	3	1	1	4	4	5	4	3	5
1902	360	5	77	2012	25	4	BIAK KAFDARUN	1	7	3	998	3	1	1	5	4	1	4	"KARENA TAHUN INI SUDAH PUNYA RUMAH SENDIRI TAHUN LALU TINGGAL SAMA BAPA, MAMA, DAN SAUDARA-SAUDARA"		0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	3	0	0	1	3	2	1	3	0	0	0	2	0	994	3	1	1	0	0	0	3	0		1		1	1	3	3	0	0	4	3	4	4	3	3
1903	360	5	77	2012	40	3	BIAK	1	3	1	998	4	4	4	4	4	1	3	-  BIAYA ANAK-ANAK SEKOLAH DAN KEBUTUHAN HIDUP DALAM RUMAH		0	0	0	0	0	1	1	0	2	0	2	1	1	1	1	1	4	0	1	3	0	0	2	2	2	0	994	0	0	0	0	0	994	2	1	1	1	1	0	3	0		1		1	1	4	1	1	1	3	4	3	3	4	4
1904	360	5	77	2012	55	2	BIAK	1	6	3	1	4	1	1	4	4	1	3	-  PENDAPATAN DARI KERJA DI PERUSAHAAN TAHUN KEMARIN DAN TAHUN INI SAMA SAJA.		0	0	0	1	0	1	0	0	2	0	2	1	1	2	1	1	5	0	0	3	0	0	2	3	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	3	0		1		1	1	4	3	3	2	4	4	4	4	4	4
1905	360	5	77	2012	36	3	BIAK KAFDARUN	1	3	1	998	5	2	4	4	4	1	3	KARENA TERGANTUNG DARI HASIL PENDAPATAN NELAYAN MASIH SAMA SAJA		0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	2	0	1	3	0	0	3	3	2	1	3	1	0	1	2	0	994	994	1	1	0	0	0	3	0		1		1	1	3	3	1	1	4	4	5	4	3	3
1906	360	5	77	2012	3	2	TERNATE	1	996	3	998	3	1	1	4	4	1	4	-  SEKARANG SUDAH PUNYA PEKERJAAN YANG BISA MENHASILKAN GAJI YAITU HONOR DI SD (SEKOLAH DASAR) JATI TAHUN ININ LEBIH BAIK		0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	2	2	2	0	994	0	0	0	2	0	994	2	1	1	1	1	0	3	0		1		1	1	7	2	1	1	4	4	3	4	3	3
1907	360	5	77	2012	35	3	biak kafdarun	1	3	1	998	5	3	4	5	4	1	2	-  SEKARANG PENDAPATAN HASIL LAUT SANGAT KURANG SEKALI SEHINGGA KONDISI DALAM RUMAH SANGAT KURANG SEKALI		0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	3	1	1	2	2	2	0	994	0	0	0	2	0	994	2	1	1	1	1	0	3	0		1		1	1	4	2	1	2	3	4	3	2	4	4
1908	360	5	77	2012	47	4	BIAK KAFDARUN	1	1	3	7	4	1	1	4	4	1	3	HASIL KEBUN DAN LAUT SAMA SAJA MAKAN DAN LAIN-LAIN MASIH SAMA		0	0	0	1	0	1	1	0	1	0	1	1	1	0	1	1	3	1	1	3	0	1	1	3	2	1	1	1	0	0	2	0	994	3	1	1	0	0	0	5	0		0		1	1	2	0	1	0	4	4	4	4	3	4
1909	360	5	77	2012	27	4	BIAK KAFDARUN	1	3	1	996	4	3	4	4	4	1	3	"-  TAHUN INI DENGAN TAHUN KEMAREN SAMA SAJA
-  GAJI PENSIUN TIAP BULAN ADA POTONGAN KAENA ADA KREDIT JADI TIDAK ADA PERUBAHAN"		0	0	0	1	0	2	1	2	2	0	2	1	0	1	0	1	2	0	0	3	0	0		2	2	1	3	1	0	1	1	1	2	2	1	1	1	0	0	3	0		1		1	1	3	2	1	2	4	4	4	3	3	4
