Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol
Jordan,112,Total water withdrawal,4253,1980,0.535,I
Jordan,112,Total water withdrawal,4253,1985,0.619,
Jordan,112,Total water withdrawal,4253,1992,0.984,
Jordan,112,Total water withdrawal,4253,2005,0.9409,
Kazakhstan,108,Total water withdrawal,4253,1995,33.67,
Kazakhstan,108,Total water withdrawal,4253,2002,19.7,
Kazakhstan,108,Total water withdrawal,4253,2007,20.72,
Kazakhstan,108,Total water withdrawal,4253,2010,21.14,
Kuwait,118,Total water withdrawal,4253,1994,0.538,
Kuwait,118,Total water withdrawal,4253,2002,0.9132,
Kyrgyzstan,113,Total water withdrawal,4253,1994,10.09,
Kyrgyzstan,113,Total water withdrawal,4253,2000,10.08,L
Kyrgyzstan,113,Total water withdrawal,4253,2006,8.007,
Lao People's Democratic Republic,120,Total water withdrawal,4253,2005,3.493,L
Lebanon,121,Total water withdrawal,4253,1975,0.751,
Lebanon,121,Total water withdrawal,4253,1994,1.293,
Lebanon,121,Total water withdrawal,4253,2000,1.433,L
Lebanon,121,Total water withdrawal,4253,2005,1.31,
Malaysia,131,Total water withdrawal,4253,1990,10.12,I
Malaysia,131,Total water withdrawal,4253,1996,5.488,I
Malaysia,131,Total water withdrawal,4253,2000,9.305,L
Malaysia,131,Total water withdrawal,4253,2005,11.2,L
Maldives,132,Total water withdrawal,4253,1987,0.0034,
Maldives,132,Total water withdrawal,4253,2008,0.0059,I
Mongolia,141,Total water withdrawal,4253,1993,0.428,
Mongolia,141,Total water withdrawal,4253,2006,0.54,
Mongolia,141,Total water withdrawal,4253,2009,0.551,
Myanmar,28,Total water withdrawal,4253,1987,28.26,I
Myanmar,28,Total water withdrawal,4253,2000,33.23,
Nepal,149,Total water withdrawal,4253,2000,9.562,L
Nepal,149,Total water withdrawal,4253,2006,9.497,L
Occupied Palestinian Territory,299,Total water withdrawal,4253,2001,0.279,
Occupied Palestinian Territory,299,Total water withdrawal,4253,2005,0.418,
Oman,221,Total water withdrawal,4253,1991,1.223,
Oman,221,Total water withdrawal,4253,2000,1.36,L
Oman,221,Total water withdrawal,4253,2003,1.321,
Pakistan,165,Total water withdrawal,4253,1975,153.4,
Pakistan,165,Total water withdrawal,4253,1991,155.6,
Pakistan,165,Total water withdrawal,4253,2000,172.6,L
Pakistan,165,Total water withdrawal,4253,2008,183.5,K
Papua New Guinea,168,Total water withdrawal,4253,2000,0.2714,L
Papua New Guinea,168,Total water withdrawal,4253,2005,0.3921,L
Philippines,171,Total water withdrawal,4253,2006,78.9,
Philippines,171,Total water withdrawal,4253,2009,81.56,
Qatar,179,Total water withdrawal,4253,1975,0.15,
Qatar,179,Total water withdrawal,4253,1994,0.2849,
Qatar,179,Total water withdrawal,4253,2000,0.2939,I
Qatar,179,Total water withdrawal,4253,2005,0.444,
Republic of Korea,117,Total water withdrawal,4253,1990,20.57,E
Republic of Korea,117,Total water withdrawal,4253,1997,25.44,E
Republic of Korea,117,Total water withdrawal,4253,2002,29.16,E
Republic of Korea,117,Total water withdrawal,4253,2005,29.2,E
Saudi Arabia,194,Total water withdrawal,4253,1992,17.02,
Saudi Arabia,194,Total water withdrawal,4253,2006,23.67,E
Singapore,200,Total water withdrawal,4253,1975,0.19,
Sri Lanka,38,Total water withdrawal,4253,1990,9.769,
Sri Lanka,38,Total water withdrawal,4253,2000,13.01,L
Sri Lanka,38,Total water withdrawal,4253,2005,12.95,
Syrian Arab Republic,212,Total water withdrawal,4253,1975,3.34,
Syrian Arab Republic,212,Total water withdrawal,4253,1997,14.43,
Syrian Arab Republic,212,Total water withdrawal,4253,2002,16.36,
Syrian Arab Republic,212,Total water withdrawal,4253,2005,16.76,I
Tajikistan,208,Total water withdrawal,4253,1994,11.87,
Tajikistan,208,Total water withdrawal,4253,2000,11.96,L
Tajikistan,208,Total water withdrawal,4253,2006,11.49,
Thailand,216,Total water withdrawal,4253,2007,57.31,
Timor-Leste,176,Total water withdrawal,4253,2004,1.172,
Turkey,223,Total water withdrawal,4253,1992,31.6,
Turkey,223,Total water withdrawal,4253,2000,42,
Turkey,223,Total water withdrawal,4253,2003,40.1,
Turkey,223,Total water withdrawal,4253,2008,42.01,E
Turkmenistan,213,Total water withdrawal,4253,1994,23.78,
Turkmenistan,213,Total water withdrawal,4253,2000,24.91,L
Turkmenistan,213,Total water withdrawal,4253,2004,27.95,
United Arab Emirates,225,Total water withdrawal,4253,1980,0.9,
United Arab Emirates,225,Total water withdrawal,4253,1995,2.108,
United Arab Emirates,225,Total water withdrawal,4253,2000,2.904,I
United Arab Emirates,225,Total water withdrawal,4253,2005,3.998,I
Uzbekistan,235,Total water withdrawal,4253,1994,58.05,
Uzbekistan,235,Total water withdrawal,4253,2001,60.58,
Uzbekistan,235,Total water withdrawal,4253,2005,56,
Viet Nam,237,Total water withdrawal,4253,1980,37.86,
Viet Nam,237,Total water withdrawal,4253,1985,45.27,
Viet Nam,237,Total water withdrawal,4253,2005,82.03,
Yemen,249,Total water withdrawal,4253,1990,2.932,
Yemen,249,Total water withdrawal,4253,2000,3.4,
Yemen,249,Total water withdrawal,4253,2005,3.565,
Albania,3,Total water withdrawal,4253,1990,1.2,
Albania,3,Total water withdrawal,4253,2000,1.838,L
Albania,3,Total water withdrawal,4253,2006,1.311,L
Austria,11,Total water withdrawal,4253,1980,3.342,E
Austria,11,Total water withdrawal,4253,1985,3.58,E
Austria,11,Total water withdrawal,4253,1990,3.807,E
Austria,11,Total water withdrawal,4253,1997,3.644,E
Austria,11,Total water withdrawal,4253,2002,3.668,E
Austria,11,Total water withdrawal,4253,2010,3.492,E
Belarus,57,Total water withdrawal,4253,1995,1.98,
Belarus,57,Total water withdrawal,4253,2000,1.837,
Belarus,57,Total water withdrawal,4253,2005,1.706,
Belarus,57,Total water withdrawal,4253,2010,1.548,
Belarus,57,Total water withdrawal,4253,2013,1.514,
Belgium,255,Total water withdrawal,4253,1980,9.03,
Belgium,255,Total water withdrawal,4253,1997,7.69,E
Belgium,255,Total water withdrawal,4253,2002,6.738,E
Belgium,255,Total water withdrawal,4253,2007,6.217,E
Belgium,255,Total water withdrawal,4253,2009,6.005,E
Bosnia and Herzegovina,80,Total water withdrawal,4253,2005,0.3341,E
Bosnia and Herzegovina,80,Total water withdrawal,4253,2012,0.329,
Bosnia and Herzegovina,80,Total water withdrawal,4253,2013,0.3279,E
Bulgaria,27,Total water withdrawal,4253,1980,14.18,
Bulgaria,27,Total water withdrawal,4253,1985,14.09,I
Bulgaria,27,Total water withdrawal,4253,1990,7.494,K
Bulgaria,27,Total water withdrawal,4253,2002,6.589,E
Bulgaria,27,Total water withdrawal,4253,2007,6.202,E
Bulgaria,27,Total water withdrawal,4253,2012,5.715,E
Bulgaria,27,Total water withdrawal,4253,2013,5.468,E
Croatia,98,Total water withdrawal,4253,2012,0.6693,K
Croatia,98,Total water withdrawal,4253,2013,0.6338,E
Cyprus,50,Total water withdrawal,4253,1975,0.155,I
Cyprus,50,Total water withdrawal,4253,1980,0.177,I
Cyprus,50,Total water withdrawal,4253,1985,0.2,I
Cyprus,50,Total water withdrawal,4253,1990,0.226,
Cyprus,50,Total water withdrawal,4253,1993,0.211,
Cyprus,50,Total water withdrawal,4253,2002,0.2102,K
Cyprus,50,Total water withdrawal,4253,2007,0.2166,K
Cyprus,50,Total water withdrawal,4253,2012,0.2558,K
Cyprus,50,Total water withdrawal,4253,2013,0.2553,E
Czechia,167,Total water withdrawal,4253,1997,2.493,E
Czechia,167,Total water withdrawal,4253,2002,1.908,E
Czechia,167,Total water withdrawal,4253,2007,1.969,E
Czechia,167,Total water withdrawal,4253,2012,1.841,E
Czechia,167,Total water withdrawal,4253,2013,1.65,E
Denmark,54,Total water withdrawal,4253,1970,0.72,E
Denmark,54,Total water withdrawal,4253,1975,1.205,E
Denmark,54,Total water withdrawal,4253,1980,1.205,E
Denmark,54,Total water withdrawal,4253,1985,1.705,E
Denmark,54,Total water withdrawal,4253,1990,1.261,E
Denmark,54,Total water withdrawal,4253,1997,0.9325,E
Denmark,54,Total water withdrawal,4253,2002,0.6679,E
Denmark,54,Total water withdrawal,4253,2007,0.5708,E
Denmark,54,Total water withdrawal,4253,2012,0.652,E
Estonia,63,Total water withdrawal,4253,1992,2.63,E
Estonia,63,Total water withdrawal,4253,1995,1.358,
Estonia,63,Total water withdrawal,4253,2002,1.413,E
Estonia,63,Total water withdrawal,4253,2007,1.834,E
Estonia,63,Total water withdrawal,4253,2012,1.631,
Estonia,63,Total water withdrawal,4253,2014,1.72,
Finland,67,Total water withdrawal,4253,1970,3.3,E
Finland,67,Total water withdrawal,4253,1975,3.55,E
Finland,67,Total water withdrawal,4253,1980,3.7,E
Finland,67,Total water withdrawal,4253,1985,4,E
Finland,67,Total water withdrawal,4253,1990,2.347,E
Finland,67,Total water withdrawal,4253,1995,2.586,E
Finland,67,Total water withdrawal,4253,1999,2.328,E
Finland,67,Total water withdrawal,4253,2006,6.562,E
France,68,Total water withdrawal,4253,1980,30.97,E
France,68,Total water withdrawal,4253,1985,34.89,E
France,68,Total water withdrawal,4253,1992,39.22,E
France,68,Total water withdrawal,4253,1997,30.34,E
France,68,Total water withdrawal,4253,2002,32.37,E
France,68,Total water withdrawal,4253,2007,31.41,E
France,68,Total water withdrawal,4253,2012,30.23,K
Germany,79,Total water withdrawal,4253,1991,46.27,E
Germany,79,Total water withdrawal,4253,1995,45.2,
Germany,79,Total water withdrawal,4253,2001,39.15,E
Germany,79,Total water withdrawal,4253,2007,32.3,E
Germany,79,Total water withdrawal,4253,2010,33.04,E
Greece,84,Total water withdrawal,4253,1970,4.254,E
Greece,84,Total water withdrawal,4253,1975,4.276,E
Greece,84,Total water withdrawal,4253,1980,5.04,E
Greece,84,Total water withdrawal,4253,1985,5.496,E
Greece,84,Total water withdrawal,4253,1992,8.038,E
Greece,84,Total water withdrawal,4253,1997,8.695,E
Greece,84,Total water withdrawal,4253,2002,9.259,E
Greece,84,Total water withdrawal,4253,2007,9.63,K
Hungary,97,Total water withdrawal,4253,1970,2.98,E
Hungary,97,Total water withdrawal,4253,1975,3.965,E
Hungary,97,Total water withdrawal,4253,1980,4.805,E
Hungary,97,Total water withdrawal,4253,1985,6.351,
Hungary,97,Total water withdrawal,4253,1992,7.137,E
Hungary,97,Total water withdrawal,4253,1996,6.01,E
Hungary,97,Total water withdrawal,4253,2002,5.72,K
Hungary,97,Total water withdrawal,4253,2007,5.584,E
Hungary,97,Total water withdrawal,4253,2012,5.051,E
Iceland,99,Total water withdrawal,4253,1980,0.108,E
Iceland,99,Total water withdrawal,4253,1985,0.112,E
Iceland,99,Total water withdrawal,4253,1992,0.167,E
Iceland,99,Total water withdrawal,4253,2002,0.165,E
Iceland,99,Total water withdrawal,4253,2004,0.165,E
Iceland,99,Total water withdrawal,4253,2012,3.571,E
Iceland,99,Total water withdrawal,4253,2014,3.011,E
Ireland,104,Total water withdrawal,4253,1980,1.07,E
Ireland,104,Total water withdrawal,4253,1994,1.176,E
Ireland,104,Total water withdrawal,4253,2007,0.73,E
Ireland,104,Total water withdrawal,4253,2009,0.757,E
Italy,106,Total water withdrawal,4253,1970,41.6,
Italy,106,Total water withdrawal,4253,2000,45.41,K
Italy,106,Total water withdrawal,4253,2008,53.75,E
Latvia,119,Total water withdrawal,4253,1995,0.418,E
Latvia,119,Total water withdrawal,4253,2002,0.2563,E
Latvia,119,Total water withdrawal,4253,2007,0.2182,E
Latvia,119,Total water withdrawal,4253,2012,0.2602,E
Latvia,119,Total water withdrawal,4253,2013,0.2478,E
Lithuania,126,Total water withdrawal,4253,1995,4.352,
Lithuania,126,Total water withdrawal,4253,2001,2.768,E
Lithuania,126,Total water withdrawal,4253,2007,2.269,E
Lithuania,126,Total water withdrawal,4253,2011,0.6314,
Luxembourg,256,Total water withdrawal,4253,1970,0.0348,E
Luxembourg,256,Total water withdrawal,4253,1975,0.0425,E
Luxembourg,256,Total water withdrawal,4253,1980,0.0397,E
Luxembourg,256,Total water withdrawal,4253,1985,0.067,E
Luxembourg,256,Total water withdrawal,4253,1995,0.0565,E
Luxembourg,256,Total water withdrawal,4253,1999,0.0605,E
Luxembourg,256,Total water withdrawal,4253,2012,0.0445,E
Luxembourg,256,Total water withdrawal,4253,2013,0.0431,E
Malta,134,Total water withdrawal,4253,1980,0.02,
Malta,134,Total water withdrawal,4253,1995,0.056,
Malta,134,Total water withdrawal,4253,2002,0.0538,K
Malta,134,Total water withdrawal,4253,2007,0.0557,K
Malta,134,Total water withdrawal,4253,2012,0.0399,E
Malta,134,Total water withdrawal,4253,2013,0.0453,E
Monaco,140,Total water withdrawal,4253,1990,0.0067,E
Monaco,140,Total water withdrawal,4253,1997,0.006,E
Monaco,140,Total water withdrawal,4253,2002,0.0058,E
Monaco,140,Total water withdrawal,4253,2007,0.0055,E
Monaco,140,Total water withdrawal,4253,2009,0.005,E
Montenegro,273,Total water withdrawal,4253,2010,0.1609,K
Netherlands,150,Total water withdrawal,4253,1980,9.198,E
Netherlands,150,Total water withdrawal,4253,1985,9.349,E
Netherlands,150,Total water withdrawal,4253,1991,7.983,E
Netherlands,150,Total water withdrawal,4253,1996,6.507,E
Netherlands,150,Total water withdrawal,4253,2002,8.914,E
Netherlands,150,Total water withdrawal,4253,2007,10.95,E
Netherlands,150,Total water withdrawal,4253,2012,10.72,E
Norway,162,Total water withdrawal,4253,1980,2,
Norway,162,Total water withdrawal,4253,1996,2.42,E
Norway,162,Total water withdrawal,4253,2002,2.399,E
Norway,162,Total water withdrawal,4253,2007,3.026,E
Poland,173,Total water withdrawal,4253,1970,10.11,E
Poland,173,Total water withdrawal,4253,1975,13.53,E
Poland,173,Total water withdrawal,4253,1980,15.13,E
Poland,173,Total water withdrawal,4253,1985,16.41,E
Poland,173,Total water withdrawal,4253,1992,13.39,E
Poland,173,Total water withdrawal,4253,1997,12.8,E
Poland,173,Total water withdrawal,4253,2002,11.73,E
Poland,173,Total water withdrawal,4253,2007,12.03,E
Poland,173,Total water withdrawal,4253,2012,11.48,E
Portugal,174,Total water withdrawal,4253,1991,8.6,E
Portugal,174,Total water withdrawal,4253,1998,11.14,E
Portugal,174,Total water withdrawal,4253,2007,9.151,E
Republic of Moldova,146,Total water withdrawal,4253,1992,1.963,
Republic of Moldova,146,Total water withdrawal,4253,2007,1.065,I
Romania,183,Total water withdrawal,4253,1970,9.59,
Romania,183,Total water withdrawal,4253,1975,14.4,
Romania,183,Total water withdrawal,4253,1980,18.8,
Romania,183,Total water withdrawal,4253,1985,20.5,
Romania,183,Total water withdrawal,4253,1990,20.41,
Romania,183,Total water withdrawal,4253,1997,12.46,
Romania,183,Total water withdrawal,4253,2002,9.222,K
Romania,183,Total water withdrawal,4253,2007,6.884,E
Romania,183,Total water withdrawal,4253,2012,6.482,E
Romania,183,Total water withdrawal,4253,2013,6.418,E
Russian Federation,185,Total water withdrawal,4253,1994,77.1,
Russian Federation,185,Total water withdrawal,4253,2001,66.2,
Russian Federation,185,Total water withdrawal,4253,2013,61,
Serbia,272,Total water withdrawal,4253,2007,3.958,E
Serbia,272,Total water withdrawal,4253,2012,3.869,E
Serbia,272,Total water withdrawal,4253,2013,4.15,E
Slovakia,199,Total water withdrawal,4253,1997,1.31,E
Slovakia,199,Total water withdrawal,4253,2002,1.094,E
Slovakia,199,Total water withdrawal,4253,2007,0.688,E
Slovakia,199,Total water withdrawal,4253,2012,0.6653,E
Slovakia,199,Total water withdrawal,4253,2014,0.5593,E
Slovenia,198,Total water withdrawal,4253,2002,0.8992,E
Slovenia,198,Total water withdrawal,4253,2007,0.9349,E
Slovenia,198,Total water withdrawal,4253,2012,0.9281,E
Slovenia,198,Total water withdrawal,4253,2013,1.156,E
Spain,203,Total water withdrawal,4253,1975,36.08,E
Spain,203,Total water withdrawal,4253,1980,39.92,E
Spain,203,Total water withdrawal,4253,1986,45.85,
Spain,203,Total water withdrawal,4253,1991,36.9,E
Spain,203,Total water withdrawal,4253,1997,34.6,E
Spain,203,Total water withdrawal,4253,2002,35.94,E
Spain,203,Total water withdrawal,4253,2007,35.57,E
Spain,203,Total water withdrawal,4253,2012,37.35,E
Sweden,210,Total water withdrawal,4253,1970,4.073,E
Sweden,210,Total water withdrawal,4253,1975,4.135,E
Sweden,210,Total water withdrawal,4253,1980,4.106,E
Sweden,210,Total water withdrawal,4253,1985,2.97,E
Sweden,210,Total water withdrawal,4253,1992,2.973,E
Sweden,210,Total water withdrawal,4253,1997,2.711,E
Sweden,210,Total water withdrawal,4253,2002,2.676,E
Sweden,210,Total water withdrawal,4253,2007,2.63,E
Sweden,210,Total water withdrawal,4253,2010,2.689,E
Switzerland,211,Total water withdrawal,4253,1975,2.598,E
Switzerland,211,Total water withdrawal,4253,1980,2.589,E
Switzerland,211,Total water withdrawal,4253,1985,2.646,E
Switzerland,211,Total water withdrawal,4253,1992,2.695,E
Switzerland,211,Total water withdrawal,4253,1997,2.559,E
Switzerland,211,Total water withdrawal,4253,2002,2.518,E
Switzerland,211,Total water withdrawal,4253,2012,2.005,E
The former Yugoslav Republic of Macedonia,154,Total water withdrawal,4253,1996,1.555,
The former Yugoslav Republic of Macedonia,154,Total water withdrawal,4253,2002,0.6332,E
The former Yugoslav Republic of Macedonia,154,Total water withdrawal,4253,2007,0.5512,E
Ukraine,230,Total water withdrawal,4253,1992,26,
Ukraine,230,Total water withdrawal,4253,2000,18.28,
Ukraine,230,Total water withdrawal,4253,2005,15.08,
Ukraine,230,Total water withdrawal,4253,2010,14.85,
United Kingdom,229,Total water withdrawal,4253,1980,13.51,E
United Kingdom,229,Total water withdrawal,4253,1985,11.53,E
United Kingdom,229,Total water withdrawal,4253,1990,12.05,E
United Kingdom,229,Total water withdrawal,4253,1995,12.12,E
United Kingdom,229,Total water withdrawal,4253,2002,15.81,K
United Kingdom,229,Total water withdrawal,4253,2007,8.513,E
United Kingdom,229,Total water withdrawal,4253,2012,8.214,E
Australia,10,Total water withdrawal,4253,1996,22.19,E
Australia,10,Total water withdrawal,4253,2001,21.7,
Australia,10,Total water withdrawal,4253,2005,18.76,
Australia,10,Total water withdrawal,4253,2012,16.02,
Australia,10,Total water withdrawal,4253,2013,19.75,
Fiji,66,Total water withdrawal,4253,1987,0.03,
Fiji,66,Total water withdrawal,4253,2000,0.0817,I
Fiji,66,Total water withdrawal,4253,2005,0.0849,I
New Zealand,156,Total water withdrawal,4253,1980,1.2,
New Zealand,156,Total water withdrawal,4253,1985,1.9,
New Zealand,156,Total water withdrawal,4253,1999,3.14,E
New Zealand,156,Total water withdrawal,4253,2006,4.908,E
New Zealand,156,Total water withdrawal,4253,2010,5.201,E
Algeria,4,Agricultural water withdrawal as % of total water withdrawal,4254,1980,74,
Algeria,4,Agricultural water withdrawal as % of total water withdrawal,4254,1990,60,
Algeria,4,Agricultural water withdrawal as % of total water withdrawal,4254,2001,61.19,I
Algeria,4,Agricultural water withdrawal as % of total water withdrawal,4254,2012,59.23,I
Angola,7,Agricultural water withdrawal as % of total water withdrawal,4254,1987,76.04,
Angola,7,Agricultural water withdrawal as % of total water withdrawal,4254,2000,32.79,L
Angola,7,Agricultural water withdrawal as % of total water withdrawal,4254,2005,20.78,L
Benin,53,Agricultural water withdrawal as % of total water withdrawal,4254,1985,58.18,
Benin,53,Agricultural water withdrawal as % of total water withdrawal,4254,2001,45.38,I
Botswana,20,Agricultural water withdrawal as % of total water withdrawal,4254,1992,47.79,
Botswana,20,Agricultural water withdrawal as % of total water withdrawal,4254,1995,44.49,I
Botswana,20,Agricultural water withdrawal as % of total water withdrawal,4254,2000,41.24,
Burkina Faso,233,Agricultural water withdrawal as % of total water withdrawal,4254,1985,79.31,
Burkina Faso,233,Agricultural water withdrawal as % of total water withdrawal,4254,1992,80.59,
Burkina Faso,233,Agricultural water withdrawal as % of total water withdrawal,4254,2001,58.78,L
Burkina Faso,233,Agricultural water withdrawal as % of total water withdrawal,4254,2005,51.43,L
Burundi,29,Agricultural water withdrawal as % of total water withdrawal,4254,1987,64,
Burundi,29,Agricultural water withdrawal as % of total water withdrawal,4254,2000,77.08,I
Cabo Verde,35,Agricultural water withdrawal as % of total water withdrawal,4254,2001,90.91,I
Cameroon,32,Agricultural water withdrawal as % of total water withdrawal,4254,1987,35.35,
Cameroon,32,Agricultural water withdrawal as % of total water withdrawal,4254,1992,35,
Cameroon,32,Agricultural water withdrawal as % of total water withdrawal,4254,2000,76.26,L
Central African Republic,37,Agricultural water withdrawal as % of total water withdrawal,4254,1987,2.062,I
Central African Republic,37,Agricultural water withdrawal as % of total water withdrawal,4254,2000,0.6042,L
Central African Republic,37,Agricultural water withdrawal as % of total water withdrawal,4254,2005,0.5517,L
Chad,39,Agricultural water withdrawal as % of total water withdrawal,4254,1987,81.77,
Chad,39,Agricultural water withdrawal as % of total water withdrawal,4254,2002,79.16,L
Chad,39,Agricultural water withdrawal as % of total water withdrawal,4254,2005,76.42,L
Comoros,45,Agricultural water withdrawal as % of total water withdrawal,4254,1999,47,
Congo,46,Agricultural water withdrawal as % of total water withdrawal,4254,1987,11,
Congo,46,Agricultural water withdrawal as % of total water withdrawal,4254,2002,8.696,I
Côte d'Ivoire,107,Agricultural water withdrawal as % of total water withdrawal,4254,1987,67,
Côte d'Ivoire,107,Agricultural water withdrawal as % of total water withdrawal,4254,1994,64.94,
Côte d'Ivoire,107,Agricultural water withdrawal as % of total water withdrawal,4254,2000,42.58,L
Côte d'Ivoire,107,Agricultural water withdrawal as % of total water withdrawal,4254,2005,38.43,L
Democratic Republic of the Congo,250,Agricultural water withdrawal as % of total water withdrawal,4254,2000,12.31,L
Democratic Republic of the Congo,250,Agricultural water withdrawal as % of total water withdrawal,4254,2005,10.52,L
Djibouti,72,Agricultural water withdrawal as % of total water withdrawal,4254,1985,87.5,
Djibouti,72,Agricultural water withdrawal as % of total water withdrawal,4254,2000,15.79,
Egypt,59,Agricultural water withdrawal as % of total water withdrawal,4254,1995,86.14,I
Egypt,59,Agricultural water withdrawal as % of total water withdrawal,4254,2000,86.38,
Egypt,59,Agricultural water withdrawal as % of total water withdrawal,4254,2010,85.9,
Equatorial Guinea,61,Agricultural water withdrawal as % of total water withdrawal,4254,1987,6,
Equatorial Guinea,61,Agricultural water withdrawal as % of total water withdrawal,4254,2000,5.747,L
Eritrea,178,Agricultural water withdrawal as % of total water withdrawal,4254,2000,70.15,L
Eritrea,178,Agricultural water withdrawal as % of total water withdrawal,4254,2004,94.5,
Ethiopia,238,Agricultural water withdrawal as % of total water withdrawal,4254,2002,93.63,I
Ethiopia,238,Agricultural water withdrawal as % of total water withdrawal,4254,2005,89.05,I
Ethiopia,238,Agricultural water withdrawal as % of total water withdrawal,4254,2016,91.82,K
Gabon,74,Agricultural water withdrawal as % of total water withdrawal,4254,1987,6,
Gabon,74,Agricultural water withdrawal as % of total water withdrawal,4254,2000,33.5,L
Gabon,74,Agricultural water withdrawal as % of total water withdrawal,4254,2005,28.97,L
Gambia,75,Agricultural water withdrawal as % of total water withdrawal,4254,1982,91,
Gambia,75,Agricultural water withdrawal as % of total water withdrawal,4254,2000,43.31,L
Ghana,81,Agricultural water withdrawal as % of total water withdrawal,4254,1970,52,I
Ghana,81,Agricultural water withdrawal as % of total water withdrawal,4254,2000,66.4,I
Guinea,90,Agricultural water withdrawal as % of total water withdrawal,4254,1987,87.03,
Guinea,90,Agricultural water withdrawal as % of total water withdrawal,4254,2001,52.94,L
Guinea-Bissau,175,Agricultural water withdrawal as % of total water withdrawal,4254,1991,36.14,
Guinea-Bissau,175,Agricultural water withdrawal as % of total water withdrawal,4254,1996,82.29,
Guinea-Bissau,175,Agricultural water withdrawal as % of total water withdrawal,4254,2000,82.29,
Kenya,114,Agricultural water withdrawal as % of total water withdrawal,4254,1990,76.43,
Kenya,114,Agricultural water withdrawal as % of total water withdrawal,4254,2003,75.43,
Kenya,114,Agricultural water withdrawal as % of total water withdrawal,4254,2010,59.26,
Lesotho,122,Agricultural water withdrawal as % of total water withdrawal,4254,1987,56,
Lesotho,122,Agricultural water withdrawal as % of total water withdrawal,4254,2000,8.676,L
Liberia,123,Agricultural water withdrawal as % of total water withdrawal,4254,1987,60,
Liberia,123,Agricultural water withdrawal as % of total water withdrawal,4254,2000,9.404,L
Libya,124,Agricultural water withdrawal as % of total water withdrawal,4254,1985,63.08,I
Libya,124,Agricultural water withdrawal as % of total water withdrawal,4254,1990,89.92,
Libya,124,Agricultural water withdrawal as % of total water withdrawal,4254,1994,86.96,
Libya,124,Agricultural water withdrawal as % of total water withdrawal,4254,2000,82.85,
Libya,124,Agricultural water withdrawal as % of total water withdrawal,4254,2012,83.19,
Madagascar,129,Agricultural water withdrawal as % of total water withdrawal,4254,1984,99.02,
Madagascar,129,Agricultural water withdrawal as % of total water withdrawal,4254,2000,97.23,I
Madagascar,129,Agricultural water withdrawal as % of total water withdrawal,4254,2006,95.87,I
Malawi,130,Agricultural water withdrawal as % of total water withdrawal,4254,1994,86.43,
Malawi,130,Agricultural water withdrawal as % of total water withdrawal,4254,2002,88,L
Malawi,130,Agricultural water withdrawal as % of total water withdrawal,4254,2005,85.92,L
Mali,133,Agricultural water withdrawal as % of total water withdrawal,4254,1987,96.99,
Mali,133,Agricultural water withdrawal as % of total water withdrawal,4254,2006,97.86,
Mauritania,136,Agricultural water withdrawal as % of total water withdrawal,4254,1980,83.97,
Mauritania,136,Agricultural water withdrawal as % of total water withdrawal,4254,2000,93.69,L
Mauritania,136,Agricultural water withdrawal as % of total water withdrawal,4254,2005,90.59,L
Mauritius,137,Agricultural water withdrawal as % of total water withdrawal,4254,1975,76.89,
Mauritius,137,Agricultural water withdrawal as % of total water withdrawal,4254,1995,74.8,
Mauritius,137,Agricultural water withdrawal as % of total water withdrawal,4254,2003,67.72,
Morocco,143,Agricultural water withdrawal as % of total water withdrawal,4254,1992,92.21,
Morocco,143,Agricultural water withdrawal as % of total water withdrawal,4254,1995,87.78,I
Morocco,143,Agricultural water withdrawal as % of total water withdrawal,4254,2002,74.56,
Morocco,143,Agricultural water withdrawal as % of total water withdrawal,4254,2010,87.79,
Mozambique,144,Agricultural water withdrawal as % of total water withdrawal,4254,1990,89.26,
Mozambique,144,Agricultural water withdrawal as % of total water withdrawal,4254,2001,78.04,L
Mozambique,144,Agricultural water withdrawal as % of total water withdrawal,4254,2015,73.05,
Namibia,147,Agricultural water withdrawal as % of total water withdrawal,4254,1985,82.14,
Namibia,147,Agricultural water withdrawal as % of total water withdrawal,4254,1991,68.27,
Namibia,147,Agricultural water withdrawal as % of total water withdrawal,4254,1995,70.15,I
Namibia,147,Agricultural water withdrawal as % of total water withdrawal,4254,2002,69.79,
Niger,158,Agricultural water withdrawal as % of total water withdrawal,4254,1988,82,
Niger,158,Agricultural water withdrawal as % of total water withdrawal,4254,2005,66.74,L
Nigeria,159,Agricultural water withdrawal as % of total water withdrawal,4254,1987,70.13,I
Nigeria,159,Agricultural water withdrawal as % of total water withdrawal,4254,2000,53.44,L
Nigeria,159,Agricultural water withdrawal as % of total water withdrawal,4254,2005,47.62,L
Nigeria,159,Agricultural water withdrawal as % of total water withdrawal,4254,2010,44.19,L
Rwanda,184,Agricultural water withdrawal as % of total water withdrawal,4254,2000,68,
Senegal,195,Agricultural water withdrawal as % of total water withdrawal,4254,1987,91.99,
Senegal,195,Agricultural water withdrawal as % of total water withdrawal,4254,2002,92.98,I
Seychelles,196,Agricultural water withdrawal as % of total water withdrawal,4254,1989,7.563,I
Seychelles,196,Agricultural water withdrawal as % of total water withdrawal,4254,2005,6.569,I
Sierra Leone,197,Agricultural water withdrawal as % of total water withdrawal,4254,1987,88.92,
Sierra Leone,197,Agricultural water withdrawal as % of total water withdrawal,4254,2000,24.19,L
